YYYY,Month,Location,QTY_sum,QTY_mean,QTY_count,Billing_Date_min,Billing_Date_max,month,time_min,time_max,time_mean,temp_min,temp_max,temp_mean,dwpt_min,dwpt_max,dwpt_mean,rhum_min,rhum_max,rhum_mean,prcp_min,prcp_max,prcp_mean,snow_min,snow_max,snow_mean,wdir_min,wdir_max,wdir_mean,wspd_min,wspd_max,wspd_mean,wpgt_min,wpgt_max,wpgt_mean,pres_min,pres_max,pres_mean,tsun_min,tsun_max,tsun_mean,coco_min,coco_max,coco_mean,calendar_year,calendar_month
2021,3,Bangalore,1446.0,4.885135135135135,296,2021-06-04,2021-06-30,2021-06-01,2021-06-01 00:00:00,2021-06-30 23:00:00,2021-06-15 23:30:00.000000000,19.6,32.4,24.81029579653954,14.279999999999998,24.02,19.992737715113396,38.0,100.0,76.8570856206027,0.0,7.8,0.155787037037037,,,,18.0,335.6,258.26460261721667,1.44,41.540000000000006,17.832391145402347,,,,1007.5,1015.75,1011.8745742880485,,,,3.25,16.5,5.354261796042618,2021.0,6.0
2021,3,Chennai,6670.0,7.394678492239468,902,2021-06-05,2021-06-30,2021-06-01,2021-06-01 00:00:00,2021-06-30 23:00:00,2021-06-15 23:30:00.000000000,24.48,41.04,32.13180555555555,18.919999999999998,29.28,24.531861111111112,30.4,98.8,66.3775,0.0,6.4,0.1066666666666666,,,,0.0,354.0,215.77361111111114,0.0,29.939999999999998,12.700583333333332,,,,1000.0,1009.18,1004.5345555555556,,,,0.8,22.4,4.29501100110011,2021.0,6.0
2021,3,Cochin,1745.0,3.355769230769231,520,2021-06-01,2021-06-30,2021-06-01,2021-06-01 00:00:00,2021-06-30 23:00:00,2021-06-15 23:30:00.000000000,23.375,33.5,27.214921407774632,21.95,26.975,24.534651695782184,55.75,100.0,86.18886921624174,0.0,11.4,0.6092129629629629,,,,6.5,360.0,179.96353195415696,0.775,38.0,7.502062775417061,,,,1004.75,1012.55,1008.2764664974818,,,,3.75,16.5,5.430299599095035,2021.0,6.0
2021,3,Secunderabad,3960.0,11.346704871060172,349,2021-06-04,2021-06-30,2021-06-01,2021-06-01 00:00:00,2021-06-30 23:00:00,2021-06-15 23:30:00.000000000,22.0,38.2,28.671982503813126,14.679999999999998,26.6,21.93944961186864,28.8,100.0,69.98828682101615,0.0,4.8,0.09958333333333325,,,,14.0,353.6,252.31066996829978,3.3200000000000003,30.0,14.238095134904707,,,,986.0,1013.5,1008.2371793071161,,,,3.25,16.0,5.300570074042597,2021.0,6.0
2021,3,Vijaywada,3367.0,7.866822429906542,428,2021-06-03,2021-06-30,2021-06-01,2021-06-01 00:00:00,2021-06-30 23:00:00,2021-06-15 23:30:00.000000000,24.433333333333334,42.266666666666666,32.23092592592592,17.23333333333333,29.0,23.842870370370367,27.666666666666668,99.33333333333333,64.31944444444444,0.0,6.7,0.11402777777777778,,,,0.0,359.3333333333333,202.7273148148148,0.0,36.46666666666667,8.999583333333334,,,,997.3333333333334,1008.1999999999999,1002.9034722222223,,,,2.3333333333333335,13.666666666666666,4.318425925925926,2021.0,6.0
2021,4,Bangalore,1180.0,4.199288256227758,281,2021-07-05,2021-07-31,2021-07-01,2021-07-01 00:00:00,2021-07-31 23:00:00,2021-07-16 11:30:00.000000000,19.6,30.4,23.654283113065528,16.74,23.259999999999998,20.15434516800399,45.4,100.0,82.42358300764975,0.0,7.633333333333333,0.20170250896057343,,,,74.0,334.0,256.69802525756506,1.44,41.6,18.792102835149137,,,,1005.675,1015.75,1011.3817869039271,,,,3.25,16.25,5.780613842781083,2021.0,7.0
2021,4,Chennai,7996.0,5.112531969309463,1564,2021-07-02,2021-07-31,2021-07-01,2021-07-01 00:00:00,2021-07-31 23:00:00,2021-07-16 11:30:00.000000000,24.140000000000004,37.56,30.41693548387097,20.119999999999997,28.020000000000003,24.514516129032256,39.4,99.0,72.36989247311828,0.0,9.899999999999999,0.19415322580645156,,,,0.0,346.0,224.2463988638669,0.0,28.060000000000002,11.198172043010752,,,,999.4,1010.0800000000002,1004.8139516129033,,,,1.4,22.4,4.879301075268818,2021.0,7.0
2021,4,Cochin,1305.0,2.824675324675325,462,2021-07-03,2021-07-31,2021-07-01,2021-07-01 00:00:00,2021-07-31 23:00:00,2021-07-16 11:30:00.000000000,22.7,32.5,26.5506031906478,21.7,26.525,24.293016063109782,61.0,100.0,88.12460721191879,0.0,10.6,0.6720430107526881,,,,9.25,357.5,211.25189652815743,0.825,30.5,8.41100722217339,,,,1004.0,1012.875,1008.3667056707977,,,,3.5,16.25,5.512286082083901,2021.0,7.0
2021,4,Secunderabad,4295.0,9.296536796536797,462,2021-07-03,2021-07-31,2021-07-01,2021-07-01 00:00:00,2021-07-31 23:00:00,2021-07-16 11:30:00.000000000,21.8,33.4,25.62336542646501,18.919999999999998,27.02,22.725134080590323,50.2,100.0,84.8946893868529,0.0,7.633333333333333,0.36818996415770605,,,,18.4,348.6,253.7116899073838,2.6,71.28,15.000655576936623,,,,1001.5250000000001,1012.75,1007.5904087774661,,,,3.25,16.75,5.662068334637568,2021.0,7.0
2021,4,Vijaywada,1904.0,5.82262996941896,327,2021-07-05,2021-07-31,2021-07-01,2021-07-01 00:00:00,2021-07-31 23:00:00,2021-07-16 11:30:00.000000000,24.233333333333334,37.56666666666667,28.672132616487456,20.499999999999996,28.0,24.578046594982084,43.333333333333336,100.0,79.90501792114695,0.0,18.066666666666666,0.48127240143369177,,,,0.0,353.3333333333333,213.6505376344086,0.0,37.666666666666664,9.81913082437276,,,,996.3333333333334,1008.4,1002.7033154121864,,,,2.3333333333333335,13.666666666666666,5.172491039426524,2021.0,7.0
2021,5,Bangalore,1343.0,3.6997245179063363,363,2021-08-03,2021-08-31,2021-08-01,2021-08-01 00:00:00,2021-08-31 23:00:00,2021-08-16 11:30:00.000000000,19.4,30.8,23.694694463784373,15.180000000000001,22.8,19.9061583808082,42.2,100.0,81.33179635824982,0.0,7.166666666666667,0.1754480286738351,,,,50.0,345.6,265.2811552954169,0.72,40.82000000000001,17.527513067815352,,,,1006.475,1016.75,1012.183504398827,,,,3.25,16.5,5.525452101661779,2021.0,8.0
2021,5,Chennai,9644.0,4.59675881792183,2098,2021-08-03,2021-08-31,2021-08-01,2021-08-01 00:00:00,2021-08-31 23:00:00,2021-08-16 11:30:00.000000000,23.32,37.480000000000004,30.300430107526882,19.96,29.339999999999996,24.620698924731183,40.6,99.8,73.18252688172042,0.0,10.05,0.2100806451612903,,,,0.0,360.0,222.3018817204301,0.0,31.46,10.861478494623656,,,,999.4,1010.26,1005.552822580645,,,,1.2,23.8,4.723118279569892,2021.0,8.0
2021,5,Cochin,1716.0,2.8552412645590683,601,2021-08-04,2021-08-31,2021-08-01,2021-08-01 00:00:00,2021-08-31 23:00:00,2021-08-16 11:30:00.000000000,23.25,32.5,26.927369645872208,21.15,26.450000000000003,24.07962626632898,55.25,100.0,85.47669510352794,0.0,17.7,0.5832437275985664,,,,4.25,360.0,222.46745391705068,0.45,29.25,8.794864702745935,,,,1004.25,1013.25,1008.7974915022661,,,,3.25,16.5,5.346622032866708,2021.0,8.0
2021,5,Secunderabad,5073.0,8.554806070826308,593,2021-08-03,2021-08-31,2021-08-01,2021-08-01 00:00:00,2021-08-31 23:00:00,2021-08-16 11:30:00.000000000,21.4,32.8,25.675114217496258,19.68,26.74,22.616669248695267,54.6,100.0,84.11334218259533,0.0,7.866666666666667,0.11993727598566305,,,,6.8,350.0,258.35998271659184,1.8,31.179999999999996,13.971512319794678,,,,1001.875,1013.75,1008.8259632616487,,,,3.0,16.75,5.159744623655914,2021.0,8.0
2021,5,Vijaywada,2905.0,6.441241685144124,451,2021-08-04,2021-08-31,2021-08-01,2021-08-01 00:00:00,2021-08-31 23:00:00,2021-08-16 11:30:00.000000000,24.166666666666668,37.4,29.422177419354842,20.233333333333334,28.46666666666667,24.636514336917557,43.333333333333336,98.66666666666667,76.99596774193549,0.0,10.833333333333334,0.17020609318996407,,,,0.0,360.0,199.13396057347668,0.0,40.199999999999996,8.042831541218638,,,,998.6666666666666,1009.3666666666667,1004.297535842294,,,,2.3333333333333335,13.666666666666666,4.439068100358424,2021.0,8.0
2021,6,Bangalore,3436.0,6.235934664246824,551,2021-09-02,2021-09-30,2021-09-01,2021-09-01 00:00:00,2021-09-30 23:00:00,2021-09-15 23:30:00.000000000,17.8,30.2,23.512979225023344,14.6,23.6,20.191057587354187,44.8,100.0,83.29817654291762,0.0,9.299999999999999,0.15620370370370365,,,,12.0,344.0,252.01672258231082,0.72,37.82,15.263774470351517,,,,1006.325,1017.0,1012.2786035821842,,,,3.0,16.75,5.504672207829592,2021.0,9.0
2021,6,Chennai,13170.0,5.809439788266431,2267,2021-09-02,2021-09-30,2021-09-01,2021-09-01 00:00:00,2021-09-30 23:00:00,2021-09-15 23:30:00.000000000,23.96,36.64,29.613416666666666,19.26,28.04,24.580694444444443,39.4,99.4,75.75472222222223,0.0,11.55,0.23006944444444438,,,,0.0,354.0,206.99815983256627,0.0,31.02,10.074305555555556,,,,1000.68,1011.9799999999999,1006.2770555555556,,,,1.0,24.0,4.945833333333333,2021.0,9.0
2021,6,Cochin,2121.0,3.1990950226244346,663,2021-09-02,2021-09-30,2021-09-01,2021-09-01 00:00:00,2021-09-30 23:00:00,2021-09-15 23:30:00.000000000,22.725,32.5,26.536087405571294,22.099999999999998,26.275,24.185583490714514,58.0,100.0,87.76331641485677,0.0,8.466666666666667,0.5616666666666666,,,,8.5,359.75,184.71882381889762,0.9,60.75,7.775451782341831,,,,1004.25,1012.75,1008.8813659702548,,,,3.5,16.5,5.605580962059619,2021.0,9.0
2021,6,Secunderabad,6316.0,12.889795918367346,490,2021-09-02,2021-09-30,2021-09-01,2021-09-01 00:00:00,2021-09-30 23:00:00,2021-09-15 23:30:00.000000000,21.22,33.0,25.32381133887524,19.0,27.0,22.6324694092827,53.6,100.0,85.78997612150219,0.0,7.766666666666667,0.25490740740740736,,,,6.0,356.0,242.7641111111111,1.7200000000000002,28.580000000000002,12.891618710246235,,,,1001.35,1014.25,1009.2760114215218,,,,3.0,16.75,5.506007599580713,2021.0,9.0
2021,6,Vijaywada,3750.0,8.408071748878923,446,2021-09-03,2021-09-30,2021-09-01,2021-09-01 00:00:00,2021-09-30 23:00:00,2021-09-15 23:30:00.000000000,23.924999999999997,36.5,28.912072177095865,20.799999999999997,28.0,25.17256204873646,43.75,100.0,81.44005716004813,0.0,10.766666666666666,0.30893518518518515,,,,0.0,360.0,183.08137535098274,0.0,28.7,7.051000551544324,,,,997.5,1009.8,1004.5290829804396,,,,3.0,16.5,5.39375,2021.0,9.0
2021,7,Bangalore,2429.0,4.600378787878788,528,2021-10-05,2021-10-31,2021-10-01,2021-10-01 00:00:00,2021-10-31 23:00:00,2021-10-16 11:30:00.000000000,17.2,29.8,23.214058912986985,11.32,23.02,19.47612969207913,37.4,100.0,82.07596260230804,0.0,9.933333333333334,0.22486559139784945,,,,0.6,354.0,163.6383983550946,0.36,28.860000000000003,9.626660366611762,,,,1006.65,1019.5,1014.1897133444991,,,,3.0,16.75,5.041324724077495,2021.0,10.0
2021,7,Chennai,7830.0,5.77859778597786,1355,2021-10-04,2021-10-31,2021-10-01,2021-10-01 00:00:00,2021-10-31 23:00:00,2021-10-16 11:30:00.000000000,23.520000000000003,35.8,28.82040322580645,18.5,27.68,24.532768817204303,40.4,99.6,78.93252688172042,0.0,5.9,0.21216397849462365,,,,0.0,360.0,173.89739540369615,0.0,28.5,7.842096774193547,,,,1001.6,1013.8799999999999,1008.6447311827957,,,,1.2,20.8,5.284139784946237,2021.0,10.0
2021,7,Cochin,1609.0,3.303901437371663,487,2021-10-04,2021-10-31,2021-10-01,2021-10-01 00:00:00,2021-10-31 23:00:00,2021-10-16 11:30:00.000000000,22.725,32.75,26.969432828294448,21.049999999999997,26.475,24.151978452441213,52.5,100.0,85.65554536146519,0.0,13.533333333333333,0.6203853046594981,,,,12.5,360.0,176.76949696388084,0.875,25.0,6.952944190710659,,,,1003.5,1013.75,1009.3868616070745,,,,3.0,16.5,5.266308550596554,2021.0,10.0
2021,7,Secunderabad,5353.0,9.02698145025295,593,2021-10-04,2021-10-30,2021-10-01,2021-10-01 00:00:00,2021-10-31 23:00:00,2021-10-16 11:30:00.000000000,17.4,32.2,24.990426232894215,12.74,26.380000000000003,20.434470502056598,40.2,100.0,78.15025166775551,0.0,3.766666666666667,0.08705197132616482,,,,0.8,358.0,152.43521728790859,1.44,25.54,9.96121721454536,,,,1003.65,1019.0,1012.8248321837605,,,,3.0,16.5,5.024714314783875,2021.0,10.0
2021,7,Vijaywada,3472.0,5.7105263157894735,608,2021-10-05,2021-10-30,2021-10-01,2021-10-01 00:00:00,2021-10-31 23:00:00,2021-10-16 11:30:00.000000000,21.4,34.6,28.169445334032066,15.225,27.975,24.075410868172817,35.0,100.0,79.99805301618727,0.0,5.766666666666667,0.1354838709677419,,,,0.0,360.0,129.43101332398317,0.0,24.025,5.468484336788168,,,,999.5,1014.275,1007.9733035521222,,,,3.0,16.5,4.832995386203284,2021.0,10.0
2021,8,Bangalore,3047.0,6.9407744874715265,439,2021-11-02,2021-11-30,2021-11-01,2021-11-01 00:00:00,2021-11-30 23:00:00,2021-11-15 23:30:00.000000000,15.0,29.0,21.90534254765479,7.32,22.84,18.691627956844577,31.0,100.0,84.47368764947,0.0,8.8,0.2619907407407407,,,,2.0,346.0,85.71903259567874,0.36,25.18,9.904254467754468,,,,1009.925,1020.5,1015.8044925887021,,,,3.0,16.5,4.948051040591675,2021.0,11.0
2021,8,Chennai,5960.0,6.0940695296523515,978,2021-11-02,2021-11-30,2021-11-01,2021-11-01 00:00:00,2021-11-30 23:00:00,2021-11-15 23:30:00.000000000,22.119999999999997,32.96,27.032222222222224,19.14,27.96,24.18594444444444,50.4,99.6,85.30472222222222,0.0,8.65,0.4354166666666667,,,,0.0,360.0,122.91304402252322,0.0,37.78,7.9728611111111105,,,,1001.8,1015.46,1010.7026666666667,,,,1.6,22.2,5.885833333333333,2021.0,11.0
2021,8,Cochin,2081.0,3.162613981762918,658,2021-11-02,2021-11-30,2021-11-01,2021-11-01 00:00:00,2021-11-30 23:00:00,2021-11-15 23:30:00.000000000,21.725,34.0,27.234607924142274,18.799999999999997,26.525,23.940552604658485,44.75,100.0,83.80853792886371,0.0,14.533333333333333,0.47087962962962965,,,,3.75,360.0,158.32704493087556,0.7250000000000001,25.0,6.047187450887946,,,,1004.25,1013.3,1009.5070526874116,,,,3.25,16.5,5.320175408087554,2021.0,11.0
2021,8,Secunderabad,4951.0,10.57905982905983,468,2021-11-02,2021-11-30,2021-11-01,2021-11-01 00:00:00,2021-11-30 23:00:00,2021-11-15 23:30:00.000000000,15.6,31.0,23.678103178123575,11.7,25.380000000000003,18.75832849268575,37.0,100.0,76.11732231200197,0.0,4.066666666666667,0.04416666666666663,,,,0.4,348.0,92.04821022616605,1.44,24.479999999999997,10.265298380622262,,,,1009.5,1020.5,1015.6258680555557,,,,3.0,8.75,4.87494103773585,2021.0,11.0
2021,8,Vijaywada,2305.0,7.317460317460317,315,2021-11-02,2021-11-30,2021-11-01,2021-11-01 00:00:00,2021-11-30 23:00:00,2021-11-15 23:30:00.000000000,19.725,32.85,26.50229130052724,14.575,25.95,21.998952353056044,37.75,100.0,77.9489851835579,0.0,4.466666666666667,0.12671296296296294,,,,0.0,360.0,80.47579714397497,0.0,63.525000000000006,7.6235693712165595,,,,1006.7,1016.675,1011.5831864552606,,,,3.0,16.25,4.702909906588004,2021.0,11.0
2021,9,Bangalore,6884.0,10.89240506329114,632,2021-12-02,2021-12-31,2021-12-01,2021-12-01 00:00:00,2021-12-31 23:00:00,2021-12-16 11:30:00.000000000,13.2,28.8,20.83178727114211,4.66,21.82,16.80064385353095,24.6,100.0,81.14321127579191,0.0,4.033333333333333,0.05631720430107523,,,,0.6,276.8,92.24496914991883,0.72,38.5,10.452854219983369,,,,987.1,1022.5,1016.8511211146663,,,,3.0,12.0,4.611534249303067,2021.0,12.0
2021,9,Chennai,23215.0,9.733752620545074,2385,2021-12-02,2021-12-31,2021-12-01,2021-12-01 00:00:00,2021-12-31 23:00:00,2021-12-16 11:30:00.000000000,20.52,32.12,26.44370967741936,17.72,27.0,22.738306451612907,47.2,100.0,81.1258064516129,0.0,17.1,0.3387768817204301,,,,0.0,360.0,99.68992260785095,0.0,41.1,8.56239247311828,,,,1003.0,1017.76,1012.3608333333334,,,,1.2,21.8,4.925268817204301,2021.0,12.0
2021,9,Cochin,6409.0,4.4230503795721186,1449,2021-12-02,2021-12-31,2021-12-01,2021-12-01 00:00:00,2021-12-31 23:00:00,2021-12-16 11:30:00.000000000,20.25,34.75,27.383131720430107,15.775,26.725,22.7213373655914,35.25,100.0,78.02788978494624,0.0,9.766666666666667,0.1383064516129032,,,,4.75,360.0,139.83598733369786,0.925,20.0,6.005712365591397,,,,1004.75,1015.5,1010.0851478494624,,,,3.0,16.5,5.084177587365591,2021.0,12.0
2021,9,Secunderabad,14218.0,17.192261185006046,827,2021-12-02,2021-12-31,2021-12-01,2021-12-01 00:00:00,2021-12-31 23:00:00,2021-12-16 11:30:00.000000000,13.38,30.0,21.910521430948968,5.880000000000001,22.859999999999996,16.308986301546323,28.2,100.0,73.45575728342628,0.0,3.5333333333333337,0.02473118279569887,,,,3.4,334.0,104.56738811958334,1.44,21.82,9.94611623448694,,,,1010.0,1022.25,1016.6126286198064,,,,3.0,9.0,4.714381720430108,2021.0,12.0
2021,9,Vijaywada,5490.0,14.718498659517426,373,2021-12-03,2021-12-31,2021-12-01,2021-12-01 00:00:00,2021-12-31 23:00:00,2021-12-16 11:30:00.000000000,16.674999999999997,31.8,24.84276499013261,11.225,24.275,19.701654689776646,34.5,100.0,75.09186240063445,0.0,5.433333333333334,0.09175627240143365,,,,0.0,360.0,70.5621293371023,0.0,26.8,6.6090994969475645,,,,1006.175,1019.5,1013.1308440028822,,,,3.0,11.5,4.550403225806452,2021.0,12.0
2021,10,Bangalore,2567.0,8.097791798107256,317,2022-01-05,2022-01-31,2022-01-01,2022-01-01 00:00:00,2022-01-31 23:00:00,2022-01-16 11:30:00.000000000,12.8,30.2,21.293069191210844,-0.41999999999999993,21.02,14.514178354371202,16.2,100.0,70.95264142122487,0.0,1.7,0.017352916984461626,,,,1.2,303.8,106.16730477950266,0.72,24.900000000000002,10.129830429961629,,,,1011.14,1022.0,1017.129732966417,,,,3.4,8.6,4.395225853406584,2022.0,1.0
2021,10,Chennai,5166.0,7.476121562952243,691,2022-01-04,2022-01-31,2022-01-01,2022-01-01 00:00:00,2022-01-31 23:00:00,2022-01-16 11:30:00.000000000,20.36,31.96,26.278817204301077,15.960000000000003,26.18,21.870725806451613,42.2,98.8,77.95887096774193,0.0,3.1999999999999997,0.030443548387096703,,,,0.0,360.0,101.96061247451638,0.0,26.26,7.680564516129033,,,,1007.8,1018.14,1013.0613709677418,,,,1.2,11.4,4.233602150537633,2022.0,1.0
2021,10,Cochin,2320.0,4.9361702127659575,470,2022-01-05,2022-01-31,2022-01-01,2022-01-01 00:00:00,2022-01-31 23:00:00,2022-01-16 11:30:00.000000000,20.56,35.0,27.37657450076805,14.220000000000002,25.24,21.579399385560674,31.6,98.8,73.41586021505375,0.0,10.375,0.10842909245218116,,,,3.6,359.0,154.05765691184715,0.6799999999999999,21.8,6.895295698924731,,,,1005.4,1015.4,1010.6977380952382,,,,3.4,14.0,4.996984165195528,2022.0,1.0
2021,10,Secunderabad,2980.0,9.254658385093167,322,2022-01-04,2022-01-31,2022-01-01,2022-01-01 00:00:00,2022-01-31 23:00:00,2022-01-16 11:30:00.000000000,12.9,31.8,22.5819677476984,7.5600000000000005,22.02,16.098205410501567,25.0,98.8,70.343686640381,0.0,1.55,0.009903848310825926,,,,4.0,357.6,123.11988764074567,2.52,23.259999999999998,10.39984103952838,,,,1010.6200000000001,1022.6,1016.3561252029073,,,,3.4,7.8,4.670149304842135,2022.0,1.0
2021,10,Vijaywada,3204.0,9.828220858895705,326,2022-01-05,2022-01-31,2022-01-01,2022-01-01 00:00:00,2022-01-31 23:00:00,2022-01-16 11:30:00.000000000,16.9,31.75,24.452956989247312,11.25,23.549999999999997,19.661055107526877,32.75,100.0,76.78293010752688,0.0,3.25,0.0213475802753989,,,,0.0,360.0,74.64616935483872,0.0,23.574999999999996,5.5285954301075275,,,,1007.5,1019.0,1013.4242271505377,,,,3.0,8.0,4.343077956989247,2022.0,1.0
2021,11,Bangalore,5080.0,7.767584097859327,654,2022-02-03,2022-02-28,2022-02-01,2022-02-01 00:00:00,2022-02-28 23:00:00,2022-02-14 23:30:00.000000000,13.2,31.4,22.609998781762766,-3.54,20.78,11.828715263257374,11.2,100.0,57.60861190358058,0.0,0.25,0.00390625,,,,3.0,346.6,102.45404974552665,1.08,26.32,10.681599958949096,,,,1010.8,1022.6,1017.194849137931,,,,3.4,9.0,4.066071550023804,2022.0,2.0
2021,11,Chennai,13463.0,6.751755265797392,1994,2022-02-02,2022-02-28,2022-02-01,2022-02-01 00:00:00,2022-02-28 23:00:00,2022-02-14 23:30:00.000000000,20.72,34.04,26.87053776683087,14.26,25.46,21.19361761083744,35.0,97.6,72.71125821018063,0.0,0.3,0.00202175697865345,,,,0.0,360.0,109.75928298089056,0.0,26.68,8.6911473727422,,,,1007.2,1018.4200000000001,1013.1047947454845,,,,1.0,5.6,3.5188936781609192,2022.0,2.0
2021,11,Cochin,6328.0,5.014263074484944,1262,2022-02-03,2022-02-28,2022-02-01,2022-02-01 00:00:00,2022-02-28 23:00:00,2022-02-14 23:30:00.000000000,20.2,36.62,28.18788118273854,10.16,25.639999999999997,21.5858595069757,23.4,98.8,70.63202531570802,0.0,1.4000000000000001,0.020507491789819324,,,,7.0,358.8,163.448911879464,1.1199999999999999,23.2,7.012686264781278,,,,1004.8,1015.6,1010.7404956010562,,,,3.4,7.4,4.875359195402298,2022.0,2.0
2021,11,Secunderabad,11643.0,14.250917992656058,817,2022-02-02,2022-02-28,2022-02-01,2022-02-01 00:00:00,2022-02-28 23:00:00,2022-02-14 23:30:00.000000000,14.4,33.6,24.342900685289067,2.66,22.04,13.829469506060345,15.8,98.8,56.947383479503024,0.0,0.07500000000000001,0.000221931444991775,,,,2.0,357.6,121.50933506461055,2.16,22.9,10.775776354442513,,,,997.0199999999999,1022.0,1016.2425684161944,,,,3.4,15.4,4.1222874648309595,2022.0,2.0
2021,11,Vijaywada,4870.0,8.22635135135135,592,2022-02-04,2022-02-28,2022-02-01,2022-02-01 00:00:00,2022-02-28 23:00:00,2022-02-14 23:30:00.000000000,18.6,35.35,25.901554802955662,9.475,24.1,19.86404069170772,24.25,100.0,72.56654094827586,0.0,0.2,0.001413690476190425,,,,0.0,360.0,94.21851908866995,0.0,24.025,5.51907327586207,,,,1007.0,1018.775,1012.9252514367815,,,,3.0,8.0,4.0073891625615765,2022.0,2.0
2021,12,Bangalore,11702.0,12.422505307855626,942,2022-03-02,2022-03-28,2022-03-01,2022-03-01 00:00:00,2022-03-31 23:00:00,2022-03-16 11:30:00.000000000,15.0,34.4,25.490456989247313,-2.24,21.82,12.241344086021504,11.2,99.6,49.99516129032258,0.0,1.875,0.009845430107526875,,,,10.0,349.2,134.36307106598986,1.08,34.48,10.858306451612904,,,,1007.3,1021.2,1015.4280922673391,,,,3.4,11.6,4.062749615975423,2022.0,3.0
2021,12,Chennai,19031.0,7.027695716395864,2708,2022-03-02,2022-03-29,2022-03-01,2022-03-01 00:00:00,2022-03-31 23:00:00,2022-03-16 11:30:00.000000000,22.64,36.4,28.85567204301075,12.48,27.82,23.058655913978495,28.2,94.8,72.64462365591399,0.0,3.65,0.02775537634408595,,,,0.0,356.0,141.0622600830601,0.0,25.880000000000003,9.400752688172044,,,,1004.54,1017.0800000000002,1010.9652956989248,,,,1.0,10.8,3.0975806451612895,2022.0,3.0
2021,12,Cochin,8780.0,5.235539654144305,1677,2022-03-03,2022-03-29,2022-03-01,2022-03-01 00:00:00,2022-03-31 23:00:00,2022-03-16 11:30:00.000000000,22.18,37.4,29.140807539941665,12.919999999999998,26.439999999999998,23.280703279218052,19.4,98.8,73.24869835880023,0.0,3.9250000000000003,0.08128360215053759,,,,5.6,357.6,178.9180483592401,1.06,26.0,7.655884158286535,,,,1004.24,1015.0,1009.8315505419878,,,,3.4,14.6,4.979231182795699,2022.0,3.0
2021,12,Secunderabad,15825.0,12.619617224880383,1254,2022-03-03,2022-03-30,2022-03-01,2022-03-01 00:00:00,2022-03-31 23:00:00,2022-03-16 11:30:00.000000000,18.2,38.0,27.69625788678574,4.640000000000001,23.5,15.317659290855772,15.6,96.4,51.662232293610586,0.0,2.325,0.018716397849462326,,,,4.0,357.2,142.00620723362658,2.52,25.68,10.332960766017951,,,,1006.4,1020.4,1013.9646633296255,,,,3.4,14.0,4.111563493099995,2022.0,3.0
2021,12,Vijaywada,9965.0,7.933917197452229,1256,2022-03-03,2022-03-30,2022-03-01,2022-03-01 00:00:00,2022-03-31 23:00:00,2022-03-16 11:30:00.000000000,19.733333333333334,39.6,28.435483870967744,4.7,26.400000000000002,21.21814516129032,14.666666666666666,100.0,69.0905017921147,0.0,7.8,0.06115591397849457,,,,0.0,360.0,121.92159498207887,0.0,29.73333333333333,5.742159498207886,,,,1001.7333333333332,1017.0333333333333,1010.1731630824373,,,,3.6666666666666665,9.333333333333334,4.521953405017921,2022.0,3.0
2022,1,Bangalore,3795.0,7.354651162790698,516,2022-04-04,2022-04-30,2022-04-01,2022-04-01 00:00:00,2022-04-30 23:00:00,2022-04-15 23:30:00.000000000,19.0,35.25,27.041070585731973,0.775,23.275,15.193029054472298,12.25,100.0,54.1936513463324,0.0,7.766666666666666,0.05611111111111109,,,,0.0,352.5,156.7669225146199,0.0,36.625,10.347718875735065,,,,1006.5333333333334,1019.6666666666666,1013.9802314814815,,,,3.6666666666666665,9.333333333333334,4.163888888888889,2022.0,4.0
2022,1,Chennai,38183.0,8.759577884835972,4359,2022-04-03,2022-04-30,2022-04-01,2022-04-01 00:00:00,2022-04-30 23:00:00,2022-04-15 23:30:00.000000000,25.1,39.9,30.982534722222223,17.799999999999997,28.825,25.12371527777778,32.5,95.75,72.66006944444445,0.0,2.7,0.0195833333333333,,,,0.0,352.5,166.44999806021104,0.0,36.575,11.148819444444444,,,,1001.55,1014.725,1008.5757638888889,,,,0.75,18.0,2.8718749999999997,2022.0,4.0
2022,1,Cochin,3519.0,4.091860465116279,860,2022-04-05,2022-04-30,2022-04-01,2022-04-01 00:00:00,2022-04-30 23:00:00,2022-04-15 23:30:00.000000000,23.0,35.666666666666664,28.51902777777778,19.233333333333334,27.96666666666667,24.551018518518518,45.0,100.0,80.72453703703704,0.0,10.200000000000001,0.31379629629629624,,,,2.6666666666666665,360.0,177.8458333333333,1.0,29.0,7.1957870370370385,,,,1003.6666666666666,1014.0,1008.7973611111112,,,,3.6666666666666665,9.333333333333334,5.1342592592592595,2022.0,4.0
2022,1,Secunderabad,23085.0,14.347420758234929,1609,2022-04-02,2022-04-30,2022-04-01,2022-04-01 00:00:00,2022-04-30 23:00:00,2022-04-15 23:30:00.000000000,20.75,39.75,29.972061237373737,6.65,25.0,17.374347697243646,12.0,98.5,50.9136994949495,0.0,3.9333333333333336,0.0231481481481481,,,,2.75,359.75,163.35062305295952,1.7000000000000002,28.25,10.836725852272727,,,,1003.1999999999999,1018.6666666666666,1011.8535185185186,,,,3.6666666666666665,9.333333333333334,4.281944444444444,2022.0,4.0
