date,forecast
2025-04-28,2853.433524002089
2025-05-05,2627.344085568668
2025-05-12,3295.5395655090283
2025-05-19,2585.3172788728043
2025-05-26,2477.691197827823
2025-06-02,3043.6439820505793
2025-06-09,2345.14399994848
2025-06-16,2329.4884029006735
2025-06-23,3033.2006051440667
2025-06-30,2356.9108343543344
2025-07-07,2220.159725214067
2025-07-14,2845.5676173112024
2025-07-21,2190.4119265305703
2025-07-28,2165.6913007504786
2025-08-04,2844.474632894149
2025-08-11,2195.851050305462
2025-08-18,2171.9562325478682
2025-08-25,2878.5210604756585
2025-09-01,2275.051784700299
2025-09-08,2213.6711748190896
2025-09-15,2860.8834214881845
2025-09-22,2281.869552065058
2025-09-29,2346.480003816795
2025-10-06,3083.279295867143
2025-10-13,2371.0513599367778
2025-10-20,2179.912876805368
2025-10-27,2761.6675825223524
2025-11-03,2163.406927591907
2025-11-10,2185.2872208401805
2025-11-17,2823.452394791549
2025-11-24,2103.5824254104323
2025-12-01,2049.873590571774
2025-12-08,2912.469018892578
2025-12-15,2583.3492933675157
2025-12-22,2691.2484653041533
2025-12-29,3224.0044301009316
2026-01-05,2288.0289008477334
2026-01-12,2045.057064892895
2026-01-19,2770.350076067215
2026-01-26,2361.3203522303033
2026-02-02,2488.2565333432553
2026-02-09,3180.6937111412963
2026-02-16,2546.6906711234246
2026-02-23,2563.113648552638
2026-03-02,3329.6915283097796
2026-03-09,2772.949414413639
2026-03-16,2716.1005921756387
2026-03-23,3342.90798867689
2026-03-30,2682.146829555681
2026-04-06,2638.3440383879547
2026-04-13,3290.6304303057273
